,COUNTY,STATE,ABBREVIATION,CITY,AIRPORT CODE
1463,sharkey,mississippi,ms,rolling-fork,KTVR
1464,simpson,mississippi,ms,mendenhall,KJAN
1465,smith,mississippi,ms,raleigh,KJAN
1466,stone,mississippi,ms,wiggins,KHBG
1467,sunflower,mississippi,ms,indianola,KGLH
1468,tallahatchie,mississippi,ms,charleston,KGWO
1469,tate,mississippi,ms,senatobia,KMEM
1470,tippah,mississippi,ms,,
1471,tishomingo,mississippi,ms,iuka,KMSL
1472,tunica,mississippi,ms,tunica,KAWM
1473,union,mississippi,ms,new-albany,KTUP
1474,walthall,mississippi,ms,tylertown,KMCB
1475,warren,mississippi,ms,vicksburg,
1476,washington,mississippi,ms,greenville,KGLH
1477,wayne,mississippi,ms,waynesboro,KPIB
1478,webster,mississippi,ms,walthall,KSTF
1479,wilkinson,mississippi,ms,woodville,KHZR
1480,winston,mississippi,ms,louisville,KSTF
1481,yalobusha,mississippi,ms,coffeeville,KUOX
1482,yazoo,mississippi,ms,yazoo-city,KHKS
1483,adair,missouri,mo,kirksville,KIRK
1484,andrew,missouri,mo,savannah,KSTJ
1485,atchison,missouri,mo,rock-port,KAFK
1486,audrain,missouri,mo,mexico,KCOU
1487,barry,missouri,mo,cassville,KHFJ
1488,barton,missouri,mo,lamar,KPTS
1489,bates,missouri,mo,butler,KGLY
1490,benton,missouri,mo,warsaw,KGLY
1491,bollinger,missouri,mo,,
1492,boone,missouri,mo,columbia,KCOU
1493,buchanan,missouri,mo,st.-joseph,KSTJ
1494,butler,missouri,mo,poplar-bluff,KPOF
1495,caldwell,missouri,mo,kingston,KGPH
1496,callaway,missouri,mo,fulton,KCOU
1497,camden,missouri,mo,camdenton,KAIZ
1498,cape girardeau,missouri,mo,jackson,KCGI
1499,carroll,missouri,mo,carrollton,KRCM
1500,carter,missouri,mo,van-buren,KPOF
1501,cass,missouri,mo,harrisonville,KLXT
1502,cedar,missouri,mo,stockton,
1503,chariton,missouri,mo,keytesville,KVER
1504,christian,missouri,mo,ozark,
1505,clark,missouri,mo,kahoka,KEOK
1506,clay,missouri,mo,liberty,KGPH
1507,clinton,missouri,mo,plattsburg,KGPH
1508,cole,missouri,mo,jefferson-city,KJEF
1509,cooper,missouri,mo,boonville,KVER
1510,crawford,missouri,mo,steelville,KVIH
1511,dade,missouri,mo,greenfield,
1512,dallas,missouri,mo,buffalo,
1513,daviess,missouri,mo,gallatin,KGPH
1514,dekalb,missouri,mo,maysville,KSTJ
1515,dent,missouri,mo,,
1516,douglas,missouri,mo,ava,KBPK
1517,dunklin,missouri,mo,kennett,KBYH
1518,franklin,missouri,mo,union,KFYG
1519,gasconade,missouri,mo,hermann,KFYG
1520,gentry,missouri,mo,albany,KLWD
1521,greene,missouri,mo,springfield,
1522,grundy,missouri,mo,trenton,KLWD
1523,harrison,missouri,mo,bethany,KLWD
1524,henry,missouri,mo,clinton,KGLY
1525,hickory,missouri,mo,hermitage,KGLY
1526,holt,missouri,mo,oregon,KSTJ
1527,howard,missouri,mo,fayette,KVER
1528,howell,missouri,mo,west-plains,KUNO
1529,iron,missouri,mo,ironton,KFAM
1530,jackson,missouri,mo,independence,KMKC
1531,jasper,missouri,mo,carthage,KJLN
1532,jefferson,missouri,mo,hillsboro,KSUS
1533,johnson,missouri,mo,warrensburg,KRCM
1534,knox,missouri,mo,edina,KIRK
1535,laclede,missouri,mo,lebanon,KTBN
1536,lafayette,missouri,mo,lexington,KGPH
1537,lawrence,missouri,mo,mount-vernon,KHFJ
1538,lewis,missouri,mo,monticello,KEOK
1539,lincoln,missouri,mo,troy,KFYG
1540,linn,missouri,mo,linneus,KIRK
1541,livingston,missouri,mo,chillicothe,KGPH
1542,mcdonald,missouri,mo,pineville,KVBT
1543,macon,missouri,mo,macon,KIRK
1544,madison,missouri,mo,fredericktown,KFAM
1545,maries,missouri,mo,vienna,KVIH
1546,marion,missouri,mo,palmyra,KHAE
1547,mercer,missouri,mo,princeton,KLWD
1548,miller,missouri,mo,tuscumbia,KAIZ
1549,mississippi,missouri,mo,charleston,KCIR
1550,moniteau,missouri,mo,california,KJEF
1551,monroe,missouri,mo,paris,KHAE
1552,montgomery,missouri,mo,montgomery-city,KFYG
1553,morgan,missouri,mo,versailles,KDMO
1554,new madrid,missouri,mo,new-madrid,KUCY
1555,newton,missouri,mo,neosho,KHFJ
1556,nodaway,missouri,mo,maryville,KICL
1557,oregon,missouri,mo,alton,KUNO
1558,osage,missouri,mo,linn,KJEF
1559,ozark,missouri,mo,gainesville,KBPK
1560,pemiscot,missouri,mo,,
1561,perry,missouri,mo,perryville,KSAR
1562,pettis,missouri,mo,sedalia,KDMO
1563,phelps,missouri,mo,rolla,KVIH
1564,pike,missouri,mo,bowling-green,KHAE
1565,platte,missouri,mo,platte-city,KMCI
1566,polk,missouri,mo,bolivar,
1567,pulaski,missouri,mo,waynesville,KTBN
1568,putnam,missouri,mo,unionville,KTVK
1569,ralls,missouri,mo,new-london,KHAE
1570,randolph,missouri,mo,huntsville,KVER
1571,ray,missouri,mo,richmond,KGPH
1572,reynolds,missouri,mo,centerville,KFAM
1573,ripley,missouri,mo,doniphan,K4M9
1574,st. charles,missouri,mo,st.-charles,KSTL
1575,st. clair,missouri,mo,osceola,KGLY
1576,ste. genevieve,missouri,mo,ste.-genevieve,KSAR
1577,st. francois,missouri,mo,farmington,KFAM
1578,st. louis,missouri,mo,clayton,KEUF
1579,saline,missouri,mo,marshall,
1580,schuyler,missouri,mo,lancaster,KTVK
1581,scotland,missouri,mo,memphis,
1582,scott,missouri,mo,benton,KCGI
1583,shannon,missouri,mo,eminence,KUNO
1584,shelby,missouri,mo,shelbyville,KHAE
1585,stoddard,missouri,mo,bloomfield,KPOF
1586,stone,missouri,mo,galena,KFWB
1587,sullivan,missouri,mo,milan,KIRK
1588,taney,missouri,mo,forsyth,KBBG
1589,texas,missouri,mo,houston,KTBN
1590,vernon,missouri,mo,nevada,KPTS
1591,warren,missouri,mo,warrenton,KFYG
1592,washington,missouri,mo,potosi,KFAM
1593,wayne,missouri,mo,greenville,KPOF
1594,webster,missouri,mo,marshfield,
1595,worth,missouri,mo,grant-city,KLWD
1596,wright,missouri,mo,hartville,KTBN
1597,city of st. louis,missouri,mo,,
1598,beaverhead,montana,mt,dillon,KDLN
1599,big horn,montana,mt,hardin,KBIL
1600,blaine,montana,mt,chinook,KHVR
1601,broadwater,montana,mt,townsend,KHLN
1602,carbon,montana,mt,red-lodge,KCOD
1603,carter,montana,mt,ekalaka,KBHK
1604,cascade,montana,mt,great-falls,KGTF
1605,chouteau,montana,mt,fort-benton,KGFA
1606,custer,montana,mt,miles-city,KMLS
1607,daniels,montana,mt,scobey,KOLF
1608,dawson,montana,mt,glendive,KGDV
1609,deer lodge,montana,mt,anaconda,KBTM
1610,fallon,montana,mt,baker,KBHK
1611,fergus,montana,mt,lewistown,KLWT
1612,flathead,montana,mt,kalispell,KMLP
1613,gallatin,montana,mt,bozeman,KBZN
1614,garfield,montana,mt,jordan,KGGW
1615,glacier,montana,mt,cut-bank,KCTB
1616,golden valley,montana,mt,ryegate,KBIL
1617,granite,montana,mt,philipsburg,KBTM
1618,hill,montana,mt,havre,KHVR
1619,jefferson,montana,mt,boulder,KHLN
1620,judith basin,montana,mt,stanford,KLWT
1621,lake,montana,mt,polson,KMSO
1622,lewis and clark,montana,mt,helena,KHLN
1623,liberty,montana,mt,chester,KHVR
1624,lincoln,montana,mt,libby,K65S
1625,mccone,montana,mt,circle,KGDV
1626,madison,montana,mt,virginia-city,KDLN
1627,meagher,montana,mt,white-sulphur-springs,KHLN
1628,mineral,montana,mt,superior,KMSO
1629,missoula,montana,mt,missoula,KMSO
1630,musselshell,montana,mt,roundup,KBIL
1631,park,montana,mt,,
1632,petroleum,montana,mt,winnett,KLWT
1633,phillips,montana,mt,malta,KGGW
1634,pondera,montana,mt,conrad,KCTB
1635,powder river,montana,mt,broadus,KW43
1636,powell,montana,mt,deer-lodge,KBTM
1637,prairie,montana,mt,terry,KGDV
1638,ravalli,montana,mt,hamilton,KMSO
1639,richland,montana,mt,sidney,KSDY
1640,roosevelt,montana,mt,wolf-point,KOLF
1641,rosebud,montana,mt,forsyth,KMLS
1642,sanders,montana,mt,thompson-falls,KCOE
1643,sheridan,montana,mt,plentywood,KD50
1644,silver bow,montana,mt,butte,KBTM
1645,stillwater,montana,mt,columbus,KBIL
1646,sweet grass,montana,mt,big-timber,KLVM
1647,teton,montana,mt,,
1648,toole,montana,mt,shelby,KCTB
1649,treasure,montana,mt,hysham,KBIL
1650,valley,montana,mt,glasgow,KGGW
1651,wheatland,montana,mt,harlowton,KLWT
1652,wibaux,montana,mt,wibaux,K20U
1653,yellowstone,montana,mt,billings,KBIL
1654,adams,nebraska,ne,hastings,KHSI
1655,antelope,nebraska,ne,neligh,KBVN
1656,arthur,nebraska,ne,arthur,KOGA
1657,banner,nebraska,ne,harrisburg,KBFF
1658,blaine,nebraska,ne,brewster,KBBW
1659,boone,nebraska,ne,albion,KBVN
1660,box butte,nebraska,ne,alliance,KAIA
1661,boyd,nebraska,ne,butte,KONL
1662,brown,nebraska,ne,ainsworth,KANW
1663,buffalo,nebraska,ne,kearney,KEAR
1664,burt,nebraska,ne,tekamah,KTQE
1665,butler,nebraska,ne,david-city,KOLU
1666,cass,nebraska,ne,plattsmouth,KPMV
1667,cedar,nebraska,ne,hartington,KYKN
1668,chase,nebraska,ne,imperial,KIML
1669,cherry,nebraska,ne,valentine,KVTN
1670,cheyenne,nebraska,ne,sidney,KSNY
1671,clay,nebraska,ne,clay-center,KHSI
1672,colfax,nebraska,ne,schuyler,KOLU
1673,cuming,nebraska,ne,west-point,KTQE
1674,custer,nebraska,ne,broken-bow,KBBW
1675,dakota,nebraska,ne,dakota-city,KSUX
1676,dawes,nebraska,ne,chadron,KCDR
1677,dawson,nebraska,ne,lexington,KLXN
1678,deuel,nebraska,ne,chappell,KSNY
1679,dixon,nebraska,ne,ponca,KSUX
1680,dodge,nebraska,ne,fremont,KFET
1681,douglas,nebraska,ne,omaha,KOMA
1682,dundy,nebraska,ne,benkelman,KSYF
1683,fillmore,nebraska,ne,geneva,KJYR
1684,franklin,nebraska,ne,franklin,KHDE
1685,frontier,nebraska,ne,stockville,KMCK
1686,furnas,nebraska,ne,beaver-city,KHDE
1687,gage,nebraska,ne,beatrice,KBIE
1688,garden,nebraska,ne,oshkosh,KOGA
1689,garfield,nebraska,ne,burwell,KODX
1690,gosper,nebraska,ne,elwood,KLXN
1691,grant,nebraska,ne,hyannis,KAIA
1692,greeley,nebraska,ne,greeley,KODX
1693,hall,nebraska,ne,grand-island,KGRI
1694,hamilton,nebraska,ne,aurora,KAUH
1695,harlan,nebraska,ne,alma,KHDE
1696,hayes,nebraska,ne,hayes-center,KMCK
1697,hitchcock,nebraska,ne,trenton,KMCK
1698,holt,nebraska,ne,o'neill,CYSP
1699,hooker,nebraska,ne,mullen,KTIF
1700,howard,nebraska,ne,st.-paul,KGRI
1701,jefferson,nebraska,ne,fairbury,KHJH
1702,johnson,nebraska,ne,tecumseh,KAFK
1703,kearney,nebraska,ne,minden,KEAR
1704,keith,nebraska,ne,ogallala,KOGA
1705,keya paha,nebraska,ne,springview,KANW
1706,kimball,nebraska,ne,kimball,KIBM
1707,knox,nebraska,ne,center,KYKN
1708,lancaster,nebraska,ne,lincoln,KLNK
1709,lincoln,nebraska,ne,north-platte,KLBF
1710,logan,nebraska,ne,stapleton,KLBF
1711,loup,nebraska,ne,taylor,KODX
1712,mcpherson,nebraska,ne,tryon,KLBF
1713,madison,nebraska,ne,madison,KOFK
1714,merrick,nebraska,ne,central-city,KAUH
1715,morrill,nebraska,ne,bridgeport,KBFF
1716,nance,nebraska,ne,fullerton,KBVN
1717,nemaha,nebraska,ne,auburn,KAFK
1718,nuckolls,nebraska,ne,nelson,KHJH
1719,otoe,nebraska,ne,nebraska-city,KAFK
1720,pawnee,nebraska,ne,pawnee-city,KFNB
1721,perkins,nebraska,ne,grant,KOGA
1722,phelps,nebraska,ne,holdrege,KHDE
1723,pierce,nebraska,ne,pierce,KOFK
1724,platte,nebraska,ne,columbus,KOLU
1725,polk,nebraska,ne,osceola,KJYR
1726,red willow,nebraska,ne,mccook,KMCK
1727,richardson,nebraska,ne,falls-city,KFNB
1728,rock,nebraska,ne,bassett,KANW
1729,saline,nebraska,ne,wilber,KBIE
1730,sarpy,nebraska,ne,papillion,KMLE
1731,saunders,nebraska,ne,wahoo,KAHQ
1732,scotts bluff,nebraska,ne,gering,KBFF
1733,seward,nebraska,ne,seward,KLNK
1734,sheridan,nebraska,ne,rushville,KIEN
1735,sherman,nebraska,ne,loup-city,KODX
1736,sioux,nebraska,ne,harrison,KCDR
1737,stanton,nebraska,ne,stanton,KOFK
1738,thayer,nebraska,ne,hebron,KHJH
1739,thomas,nebraska,ne,thedford,KTIF
1740,thurston,nebraska,ne,pender,KLCG
1741,valley,nebraska,ne,ord,KODX
1742,washington,nebraska,ne,blair,KBTA
1743,wayne,nebraska,ne,wayne,KLCG
1744,webster,nebraska,ne,red-cloud,KHSI
1745,wheeler,nebraska,ne,bartlett,KBVN
1746,york,nebraska,ne,york,KJYR
1747,churchill,nevada,nv,fallon,KNFL
1748,clark,nevada,nv,,
1749,douglas,nevada,nv,minden,KTVL
1750,elko,nevada,nv,elko,KEKO
1751,esmeralda,nevada,nv,goldfield,KTPH
1752,eureka,nevada,nv,eureka,K05U
1753,humboldt,nevada,nv,winnemucca,KWMC
1754,lander,nevada,nv,battle-mountain,KWMC
1755,lincoln,nevada,nv,pioche,KCDC
1756,lyon,nevada,nv,yerington,KCXP
1757,mineral,nevada,nv,hawthorne,KNFL
1758,nye,nevada,nv,tonopah,KTPH
1759,pershing,nevada,nv,lovelock,KLOL
1760,storey,nevada,nv,virginia-city,KCXP
1761,washoe,nevada,nv,reno,KRNO
1762,white pine,nevada,nv,ely,K05U
1763,consolidated municipality of carson city,nevada,nv,,
1764,belknap,new hampshire,nh,laconia,KLCI
1765,carroll,new hampshire,nh,ossipee,KLCI
1766,cheshire,new hampshire,nh,keene,KEEN
1767,coos,new hampshire,nh,lancaster,KHIE
1768,grafton,new hampshire,nh,haverhill,K1P1
1769,hillsborough,new hampshire,nh,manchester,KMHT
1770,merrimack,new hampshire,nh,concord,KCON
1771,rockingham,new hampshire,nh,brentwood,KPSM
1772,strafford,new hampshire,nh,dover,KDAW
1773,sullivan,new hampshire,nh,newport,KVSF
1774,atlantic,new jersey,nj,mays-landing,KACY
1775,bergen,new jersey,nj,hackensack,KTEB
1776,burlington,new jersey,nj,mount-holly-township,TBPB
1777,camden,new jersey,nj,camden,KPHL
1778,cape may,new jersey,nj,cape-may-court-house,KWWD
1779,cumberland,new jersey,nj,bridgeton,KMIV
1780,essex,new jersey,nj,newark,KEWR
1781,gloucester,new jersey,nj,woodbury,KPHL
1782,hudson,new jersey,nj,jersey-city,KJRB
1783,hunterdon,new jersey,nj,flemington,KTTN
1784,mercer,new jersey,nj,trenton,KTTN
1785,middlesex,new jersey,nj,new-brunswick,KLDJ
1786,monmouth,new jersey,nj,freehold-borough,KBLM
1787,morris,new jersey,nj,morristown,KMMU
1788,ocean,new jersey,nj,toms-river-township,ESKM
1789,passaic,new jersey,nj,paterson,KCDW
1790,salem,new jersey,nj,salem,KILG
1791,somerset,new jersey,nj,somerville,KMMU
1792,sussex,new jersey,nj,newton,KFWN
1793,union,new jersey,nj,elizabeth,KEWR
1794,warren,new jersey,nj,belvidere,KABE
1795,bernalillo,new mexico,nm,albuquerque,KABQ
1796,catron,new mexico,nm,reserve,KSJN
1797,chaves,new mexico,nm,roswell,KROW
1798,cibola,new mexico,nm,grants,KGNT
1799,colfax,new mexico,nm,raton,
1800,curry,new mexico,nm,clovis,
1801,de baca,new mexico,nm,fort-sumner,K4MR
1802,dona ana,new mexico,nm,las-cruces,KLRU
1803,eddy,new mexico,nm,carlsbad,
1804,grant,new mexico,nm,silver-city,KSVC
1805,guadalupe,new mexico,nm,santa-rosa,KTCC
1806,harding,new mexico,nm,mosquero,KTCC
1807,hidalgo,new mexico,nm,lordsburg,KSVC
1808,lea,new mexico,nm,lovington,KHOB
1809,lincoln,new mexico,nm,carrizozo,KSRR
1810,municipality and of los alamos,new mexico,nm,los-alamos,KLAM
1811,luna,new mexico,nm,deming,KDMN
1812,mckinley,new mexico,nm,gallup,KGUP
1813,mora,new mexico,nm,mora,
1814,otero,new mexico,nm,alamogordo,KALM
1815,quay,new mexico,nm,tucumcari,KTCC
1816,rio arriba,new mexico,nm,tierra-amarilla,KPSO
1817,roosevelt,new mexico,nm,portales,
1818,sandoval,new mexico,nm,bernalillo,KAEG
1819,san juan,new mexico,nm,aztec,KFMN
1820,san miguel,new mexico,nm,las-vegas,
1821,santa fe,new mexico,nm,santa-fe,KSAF
1822,sierra,new mexico,nm,truth-or-consequences,KTCS
1823,socorro,new mexico,nm,socorro,KONM
1824,taos,new mexico,nm,taos,KSKX
1825,torrance,new mexico,nm,estancia,K0E0
1826,union,new mexico,nm,clayton,KCAO
1827,valencia,new mexico,nm,los-lunas,KE80
1828,albany,new york,ny,albany,KALB
1829,allegany,new york,ny,belmont,KELZ
1830,bronx,new york,ny,,
1831,broome,new york,ny,binghamton,KBGM
1832,cattaraugus,new york,ny,little-valley,KOLE
1833,cayuga,new york,ny,auburn,KSYR
1834,chautauqua,new york,ny,mayville,KJHW
1835,chemung,new york,ny,elmira,KELM
1836,chenango,new york,ny,norwich,KBGM
1837,clinton,new york,ny,plattsburgh,KPBG
1838,columbia,new york,ny,hudson,KPSF
1839,cortland,new york,ny,cortland,KN03
1840,delaware,new york,ny,delhi,KMSV
1841,dutchess,new york,ny,,
1842,erie,new york,ny,buffalo,KBUF
1843,essex,new york,ny,elizabethtown,KBTV
1844,franklin,new york,ny,malone,KMSS
1845,fulton,new york,ny,johnstown,KSCH
1846,genesee,new york,ny,batavia,KROC
1847,greene,new york,ny,catskill,KPSF
1848,hamilton,new york,ny,lake-pleasant,KGFL
1849,herkimer,new york,ny,herkimer,KRME
1850,jefferson,new york,ny,watertown,KART
1851,kings,new york,ny,,
1852,lewis,new york,ny,,
1853,livingston,new york,ny,geneseo,KDSV
1854,madison,new york,ny,wampsville,KRME
1855,monroe,new york,ny,rochester,KROC
1856,montgomery,new york,ny,fonda,KSCH
1857,nassau,new york,ny,mineola,KJFK
1858,new york,new york,ny,,
1859,niagara,new york,ny,lockport,
1860,oneida,new york,ny,utica,KRME
1861,onondaga,new york,ny,syracuse,KSYR
1862,ontario,new york,ny,canandaigua,KPEO
1863,orange,new york,ny,goshen,KMGJ
1864,orleans,new york,ny,albion,KROC
1865,oswego,new york,ny,oswego,KFZY
1866,otsego,new york,ny,cooperstown,KRME
1867,putnam,new york,ny,carmel,KDXR
1868,queens,new york,ny,,
1869,rensselaer,new york,ny,troy,KALB
1870,richmond,new york,ny,,
1871,rockland,new york,ny,new-city,KHPN
1872,st. lawrence,new york,ny,canton,KOGS
1873,saratoga,new york,ny,ballston-spa,KSCH
1874,schenectady,new york,ny,,
1875,schoharie,new york,ny,schoharie,KSCH
1876,schuyler,new york,ny,watkins-glen,KELM
1877,seneca,new york,ny,waterloo,KPEO
1878,steuben,new york,ny,bath,KPEO
1879,suffolk,new york,ny,riverhead,
1880,sullivan,new york,ny,monticello,KMSV
1881,tioga,new york,ny,owego,KBGM
1882,tompkins,new york,ny,ithaca,KITH
1883,ulster,new york,ny,kingston,KPOU
1884,warren,new york,ny,queensbury,KGFL
1885,washington,new york,ny,fort-edward,KGFL
1886,wayne,new york,ny,lyons,KPEO
1887,westchester,new york,ny,,
1888,wyoming,new york,ny,warsaw,KDSV
1889,yates,new york,ny,penn-yan,KPEO
1890,alamance,north carolina,nc,graham,KBUY
1891,alexander,north carolina,nc,taylorsville,KSVH
1892,alleghany,north carolina,nc,sparta,KGEV
1893,anson,north carolina,nc,wadesboro,KAFP
1894,ashe,north carolina,nc,jefferson,KGEV
1895,avery,north carolina,nc,newland,KTNB
1896,beaufort,north carolina,nc,washington,KOCW
1897,bertie,north carolina,nc,windsor,KEDE
1898,bladen,north carolina,nc,elizabethtown,KLBT
1899,brunswick,north carolina,nc,bolivia,KSUT
1900,buncombe,north carolina,nc,asheville,KAVL
1901,burke,north carolina,nc,morganton,KMRN
1902,cabarrus,north carolina,nc,concord,KJQF
1903,caldwell,north carolina,nc,,
1904,camden,north carolina,nc,camden,
1905,carteret,north carolina,nc,beaufort,KMRH
1906,caswell,north carolina,nc,yanceyville,KDAN
1907,catawba,north carolina,nc,newton,KHKY
1908,chatham,north carolina,nc,pittsboro,KTTA
1909,cherokee,north carolina,nc,murphy,KRHP
1910,chowan,north carolina,nc,edenton,KEDE
1911,clay,north carolina,nc,hayesville,KRHP
1912,cleveland,north carolina,nc,shelby,KEHO
1913,columbus,north carolina,nc,whiteville,KCPC
1914,craven,north carolina,nc,new-bern,KEWN
1915,cumberland,north carolina,nc,fayetteville,KFAY
1916,currituck,north carolina,nc,currituck,KONX
1917,dare,north carolina,nc,,
1918,davidson,north carolina,nc,lexington,KEXX
1919,davie,north carolina,nc,mocksville,KEXX
1920,duplin,north carolina,nc,kenansville,KDPL
1921,durham,north carolina,nc,durham,KRDU
1922,edgecombe,north carolina,nc,tarboro,KRWI
1923,forsyth,north carolina,nc,winston-salem,KINT
1924,franklin,north carolina,nc,louisburg,KLHZ
1925,gaston,north carolina,nc,gastonia,KAKH
1926,gates,north carolina,nc,gatesville,KSFQ
1927,graham,north carolina,nc,robbinsville,KRHP
1928,granville,north carolina,nc,oxford,KHNZ
1929,greene,north carolina,nc,snow-hill,KISO
1930,guilford,north carolina,nc,greensboro,KGSO
1931,halifax,north carolina,nc,halifax,KIXA
1932,harnett,north carolina,nc,lillington,KHRJ
1933,haywood,north carolina,nc,waynesville,KAVL
1934,henderson,north carolina,nc,hendersonville,KAVL
1935,hertford,north carolina,nc,winton,KASJ
1936,hoke,north carolina,nc,raeford,KMEB
1937,hyde,north carolina,nc,swan-quarter,
1938,iredell,north carolina,nc,statesville,KSVH
1939,jackson,north carolina,nc,sylva,K1A5
1940,johnston,north carolina,nc,smithfield,KJNX
1941,jones,north carolina,nc,trenton,KEWN
1942,lee,north carolina,nc,sanford,KTTA
1943,lenoir,north carolina,nc,kinston,KISO
1944,lincoln,north carolina,nc,,
1945,mcdowell,north carolina,nc,marion,KFQD
1946,macon,north carolina,nc,franklin,K1A5
1947,madison,north carolina,nc,marshall,KAVL
1948,martin,north carolina,nc,williamston,KOCW
1949,mecklenburg,north carolina,nc,charlotte,KCLT
1950,mitchell,north carolina,nc,bakersville,
1951,montgomery,north carolina,nc,troy,KVUJ
1952,moore,north carolina,nc,carthage,KSOP
1953,nash,north carolina,nc,nashville,KRWI
1954,new hanover,north carolina,nc,wilmington,KILM
1955,northampton,north carolina,nc,jackson,KIXA
1956,onslow,north carolina,nc,jacksonville,KNCA
1957,orange,north carolina,nc,hillsborough,KIGX
1958,pamlico,north carolina,nc,bayboro,KEWN
1959,pasquotank,north carolina,nc,elizabeth-city,
1960,pender,north carolina,nc,burgaw,KILM
1961,perquimans,north carolina,nc,hertford,KEDE
1962,person,north carolina,nc,,
1963,pitt,north carolina,nc,greenville,KPGV
1964,polk,north carolina,nc,columbus,KFQD
1965,randolph,north carolina,nc,asheboro,KHBI
1966,richmond,north carolina,nc,rockingham,KRCZ
1967,robeson,north carolina,nc,,
1968,rockingham,north carolina,nc,wentworth,KSIF
1969,rowan,north carolina,nc,salisbury,KRUQ
1970,rutherford,north carolina,nc,rutherfordton,KFQD
1971,sampson,north carolina,nc,clinton,KCTZ
1972,scotland,north carolina,nc,laurinburg,KMEB
1973,stanly,north carolina,nc,albemarle,KVUJ
1974,stokes,north carolina,nc,danbury,KMTV
1975,surry,north carolina,nc,dobson,KMWK
1976,swain,north carolina,nc,bryson-city,K1A5
1977,transylvania,north carolina,nc,brevard,KAVL
1978,tyrrell,north carolina,nc,columbia,KEDE
1979,union,north carolina,nc,monroe,KEQY
1980,vance,north carolina,nc,henderson,KHNZ
1981,wake,north carolina,nc,raleigh,KRDU
1982,warren,north carolina,nc,warrenton,KHNZ
1983,washington,north carolina,nc,plymouth,KEDE
1984,watauga,north carolina,nc,boone,KTNB
1985,wayne,north carolina,nc,goldsboro,KGSB
1986,wilkes,north carolina,nc,wilkesboro,KUKF
1987,wilson,north carolina,nc,wilson,KRWI
1988,yadkin,north carolina,nc,yadkinville,KMWK
1989,yancey,north carolina,nc,burnsville,K0A9
1990,adams,north dakota,nd,hettinger,KHEI
1991,barnes,north dakota,nd,valley-city,KBAC
1992,benson,north dakota,nd,minnewaukan,KDVL
1993,billings,north dakota,nd,medora,K20U
1994,bottineau,north dakota,nd,bottineau,KRUG
1995,bowman,north dakota,nd,bowman,KHEI
1996,burke,north dakota,nd,bowbells,K08D
1997,burleigh,north dakota,nd,bismarck,KBIS
1998,cass,north dakota,nd,fargo,KFAR
1999,cavalier,north dakota,nd,langdon,KD55
2000,dickey,north dakota,nd,ellendale,KABR
2001,divide,north dakota,nd,crosby,KD50
2002,dunn,north dakota,nd,manning,KDIK
2003,eddy,north dakota,nd,new-rockford,K46D
2004,emmons,north dakota,nd,linton,K7L2
2005,foster,north dakota,nd,carrington,K46D
2006,golden valley,north dakota,nd,beach,K20U
2007,grand forks,north dakota,nd,grand-forks,
2008,grant,north dakota,nd,carson,KD57
2009,griggs,north dakota,nd,cooperstown,KS32
2010,hettinger,north dakota,nd,mott,KHEI
2011,kidder,north dakota,nd,steele,KBIS
2012,lamoure,north dakota,nd,lamoure,KGWR
2013,logan,north dakota,nd,napoleon,K7L2
2014,mchenry,north dakota,nd,towner,KRUG
2015,mcintosh,north dakota,nd,ashley,K7L2
2016,mckenzie,north dakota,nd,watford-city,KS25
2017,mclean,north dakota,nd,washburn,KHZE
2018,mercer,north dakota,nd,stanton,KHZE
2019,morton,north dakota,nd,mandan,KY19
2020,mountrail,north dakota,nd,stanley,K08D
2021,nelson,north dakota,nd,lakota,KDVL
2022,oliver,north dakota,nd,center,KHZE
2023,pembina,north dakota,nd,cavalier,K2C8
2024,pierce,north dakota,nd,rugby,KRUG
2025,ramsey,north dakota,nd,devils-lake,KDVL
2026,ransom,north dakota,nd,lisbon,KGWR
2027,renville,north dakota,nd,mohall,KMIB
2028,richland,north dakota,nd,wahpeton,KBWP
2029,rolette,north dakota,nd,rolla,K06D
2030,sargent,north dakota,nd,forman,KGWR
2031,sheridan,north dakota,nd,mcclusky,K5H4
2032,sioux,north dakota,nd,fort-yates,K7L2
2033,slope,north dakota,nd,amidon,KDIK
2034,stark,north dakota,nd,dickinson,KD57
2035,steele,north dakota,nd,finley,KS32
2036,stutsman,north dakota,nd,jamestown,KJMS
2037,towner,north dakota,nd,cando,K9D7
2038,traill,north dakota,nd,hillsboro,
2039,walsh,north dakota,nd,grafton,KGAF
2040,ward,north dakota,nd,minot,KMOT
2041,wells,north dakota,nd,fessenden,K5H4
2042,williams,north dakota,nd,williston,KISN
2043,adams,ohio,oh,west-union,KI69
2044,allen,ohio,oh,lima,KAOH
2045,ashland,ohio,oh,ashland,KMFD
2046,ashtabula,ohio,oh,jefferson,KHZY
2047,athens,ohio,oh,athens,KUNI
2048,auglaize,ohio,oh,wapakoneta,KAOH
2049,belmont,ohio,oh,st.-clairsville,KHLG
2050,brown,ohio,oh,georgetown,KI69
2051,butler,ohio,oh,hamilton,KHAO
2052,carroll,ohio,oh,carrollton,KPHD
2053,champaign,ohio,oh,urbana,KEDJ
2054,clark,ohio,oh,springfield,KSGH
2055,clermont,ohio,oh,batavia,KI69
2056,clinton,ohio,oh,wilmington,KILN
2057,columbiana,ohio,oh,lisbon,KBVI
