"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00116610","1992-10","775","9","4","3","0","0","0","2","0","9","0","24","0","0.0","0.84","83","430","322","1.84","0.0","54.9","65.2","44.7"
"USC00116610","1992-11","775","0","15","9","0","0","0","13","2","0","0","22","0","0.0","3.30","67","1106","677","9.46","0.0","42.4","48.4","36.5"
"USC00116610","1992-12","775","0","10","6","1","1","0","26","6","0","0","8","1","2.0","0.76","58","2099","993","2.03","2.0","33.0","39.4","26.5"
"USC00116610","1993-01","0","0","10","9","9","2","0","26","12","0","0","6","6","5.0","1.55","56","3192","1093","4.56","6.3","29.7","36.6","22.9"
"USC00116610","1993-02","0","0","11","6","15","4","2","25","13","0","0","-9","9","6.0","0.51","63","4248","1055","2.26","15.9","27.3","35.1","19.5"
"USC00116610","1993-03","0","0","16","8","3","1","0","13","3","1","0","11","4","1.0","0.85","74","5063","815","3.55","2.1","38.7","46.0","31.4"
"USC00116610","1993-04","0","0","12","9","0","0","0","5","0","3","0","25","0","0.3","1.02","74","5472","409","4.17","0.6","51.0","60.2","41.9"
"USC00116610","1993-05","70","70","11","9","0","0","0","0","0","23","0","40","0","0.0","0.91","85","5565","92","3.58","0.0","64.3","74.4","54.2"
"USC00116610","1993-06","303","232","13","9","0","0","0","0","0","26","1","43","0","0.0","1.42","90","5602","37","4.24","0.0","71.5","80.3","62.7"
"USC00116610","1993-07","682","379","13","9","0","0","0","0","0","31","6","60","0","0.0","1.12","92","0","0","4.15","0.0","77.2","85.4","69.1"
"USC00116610","1993-08","1004","322","12","7","0","0","0","0","0","31","6","54","0","0.0","3.46","91","2","2","8.24","0.0","75.3","84.4","66.3"
"USC00116610","1993-09","1050","46","10","10","0","0","0","0","0","19","0","35","0","0.0","2.14","85","121","119","9.54","0.0","62.6","71.2","54.0"
